dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason
REC-391,Battery Degradation in Electric and Hybrid Electric Vehicles: A Survey Study,"Laxman Timilsina, Payam Ramezani Badr, Phuong H. Hoang, Gökhan Özkan, Behnaz Papari, Christopher S. Edrington",2023,IEEE Access,10.1109/access.2023.3271287,https://doi.org/10.1109/access.2023.3271287,"The lithium-ion batteries used in electric vehicles have a shorter lifespan than other vehicle components, and the degradation mechanism inside these batteries reduces their life even more. Battery degradation is considered a significant issue in battery research and can increase the vehicle’s reliability and economic concerns. This study highlights the degradation mechanisms in lithium-ion batteries. The aging mechanism inside a battery cannot be eliminated but can be minimized depending on the vehicle’s operating conditions. Different operating conditions affect the aging mechanism differently. Knowing the factors and how they impact battery capacity is crucial for minimizing degradation. This paper explains the detailed degradation mechanism inside the battery first. Then, the major factors responsible for the degradation and their effects on the battery during the operation of electric vehicles are discussed. Also, the different techniques used to model the degradation of a battery and predict its remaining life are explained in-depth, along with the techniques to abate the aging process. Finally, this study focuses on the research gaps, difficulties in predicting the lifetime, and reducing the degradation mechanism of a battery used in electric vehicles.",OpenAlex,C,OpenAlex/C,FAIL,E5:battery degradation
REC-392,Development of a ship performance model for power estimation of inland waterway vessels,"Chengqian Zhang, Jonas W. Ringsberg, F. Thies",2023,Ocean Engineering,10.1016/j.oceaneng.2023.115731,https://doi.org/10.1016/j.oceaneng.2023.115731,"A ship performance model is an important factor in energy-efficient navigation. It formulates a speed–power relationship that can be used to adjust the engine loads for dynamic energy optimisation. However, currently available models have been developed for sea-going vessels, where the environmental conditions are significantly different from those experienced on inland waterways. Inland waterway shipping has great potential to become a mode of transport that can both improve safety and reduce emissions. Therefore, this paper presents the development of an energy performance model specifically for inland waterway vessels (IWVs). The holistic ship energy system model is based on empirical methods, from resistance to engine performance prediction, established in a modular code architecture. The resistance and propulsion prediction in confined waterways are captured by a newly developed method, considering a superposing of shallow water and bank effect. Verification against model tests and high-fidelity simulations indicate that the selected empirical methods achieved good accuracy for predicting ship performance. The resistance prediction error was 5.2% for single vessels and 8% for pusher-barge convoys based on empirical methods. The results of a case study investigating the performance of a self-propelled vessel under dynamic waterway data, indicate that the developed model could be used for onboard power monitoring and energy optimisation during operation.",OpenAlex,C,OpenAlex/C,PASS,
REC-393,Remaining Useful Life Prediction of Lithium-Ion Batteries Based on Health Indicator and Gaussian Process Regression Model,"Jian Liu, Ziqiang Chen",2019,IEEE Access,10.1109/access.2019.2905740,https://doi.org/10.1109/access.2019.2905740,"Achieving accurate and reliable remaining useful life (RUL) prediction of lithium-ion batteries is very vital for the normal operation of the battery system. The direct RUL prediction based on capacity largely depends on the laboratory condition. A novel method that combines indirect health indicator (HI) and multiple Gaussian process regression (GPR) model is presented for the RUL forecast to solve the capacity unmeasurable problem of operating battery in this paper. First, three measurable HIs are extracted in the constant-current and constant-voltage charge process. Both the Pearson and Spearman rank correlation analytical approaches show that the correlations between HIs and the capacity are good. Then, the GPR model is optimized with combined kernel functions to improve the ability to predict capacity regeneration. Next, based on the measurable HI versus cycle number data, three GPR models are built, and HIs prognosis results are achieved at a single point. The HIs prediction results are added in the multidimensional GPR model, which is accomplished by using HIs and capacity as input and output, respectively. The predicted capacity is used to compare with the threshold to acquire the RUL prediction result. The approach is validated by the two different life-cycle test datasets. The results indicate that an accurate and reliable RUL forecast of lithium-ion batteries can be realized by using the proposed approach.",OpenAlex,C,OpenAlex/C,FAIL,E5:lithium-ion
REC-394,A Comprehensive Review of Recent Research Trends on Unmanned Aerial Vehicles (UAVs),"Khaled Telli, Okba Kraa, Yassine Himeur, Abdelmalik Ouamane, Mohamed Boumehraz, Shadi Atalla, Wathiq Mansoor",2023,Systems,10.3390/systems11080400,https://doi.org/10.3390/systems11080400,"The growing interest in unmanned aerial vehicles (UAVs) from both the scientific and industrial sectors has attracted a wave of new researchers and substantial investments in this expansive field. However, due to the wide range of topics and subdomains within UAV research, newcomers may find themselves overwhelmed by the numerous options available. It is therefore crucial for those involved in UAV research to recognize its interdisciplinary nature and its connections with other disciplines. This paper presents a comprehensive overview of the UAV field, highlighting recent trends and advancements. Drawing on recent literature reviews and surveys, the review begins by classifying UAVs based on their flight characteristics. It then provides an overview of current research trends in UAVs, utilizing data from the Scopus database to quantify the number of scientific documents associated with each research direction and their interconnections. This paper also explores potential areas for further development in UAVs, including communication, artificial intelligence, remote sensing, miniaturization, swarming and cooperative control, and transformability. Additionally, it discusses the development of aircraft control, commonly used control techniques, and appropriate control algorithms in UAV research. Furthermore, this paper addresses the general hardware and software architecture of UAVs, their applications, and the key issues associated with them. It also provides an overview of current open source software and hardware projects in the UAV field. By presenting a comprehensive view of the UAV field, this paper aims to enhance our understanding of this rapidly evolving and highly interdisciplinary area of research.",OpenAlex,C,OpenAlex/C,FAIL,E5:uav
REC-395,Operator learning for predicting multiscale bubble growth dynamics,"Chensen Lin, Zhen Li, Lu Lu, Shengze Cai, Martin Maxey, George Em Karniadakis",2021,The Journal of Chemical Physics,10.1063/5.0041203,https://doi.org/10.1063/5.0041203,"Simulating and predicting multiscale problems that couple multiple physics and dynamics across many orders of spatiotemporal scales is a great challenge that has not been investigated systematically by deep neural networks (DNNs). Herein, we develop a framework based on operator regression, the so-called deep operator network (DeepONet), with the long-term objective to simplify multiscale modeling by avoiding the fragile and time-consuming ""hand-shaking"" interface algorithms for stitching together heterogeneous descriptions of multiscale phenomena. To this end, as a first step, we investigate if a DeepONet can learn the dynamics of different scale regimes, one at the deterministic macroscale and the other at the stochastic microscale regime with inherent thermal fluctuations. Specifically, we test the effectiveness and accuracy of the DeepONet in predicting multirate bubble growth dynamics, which is described by a Rayleigh-Plesset (R-P) equation at the macroscale and modeled as a stochastic nucleation and cavitation process at the microscale by dissipative particle dynamics (DPD). First, we generate data using the R-P equation for multirate bubble growth dynamics caused by randomly time-varying liquid pressures drawn from Gaussian random fields (GRFs). Our results show that properly trained DeepONets can accurately predict the macroscale bubble growth dynamics and can outperform long short-term memory networks. We also demonstrate that the DeepONet can extrapolate accurately outside the input distribution using only very few new measurements. Subsequently, we train the DeepONet with DPD data corresponding to stochastic bubble growth dynamics. Although the DPD data are noisy and we only collect sparse data points on the trajectories, the trained DeepONet model is able to predict accurately the mean bubble dynamics for time-varying GRF pressures. Taken together, our findings demonstrate that DeepONets can be employed to unify the macroscale and microscale models of the multirate bubble growth problem, hence providing new insight into the role of operator regression via DNNs in tackling realistic multiscale problems and in simplifying modeling with heterogeneous descriptions.",OpenAlex,C,OpenAlex/C,MAYBE,
REC-396,A comparison of two ship performance models against full-scale measurements on a cargo ship on the Northern Sea Route,"Zhiyuan Li, Christopher Ryan, Luofeng Huang, Li Ding, Jonas W. Ringsberg, Giles Thomas",2021,Ships and Offshore Structures,10.1080/17445302.2021.1926146,https://doi.org/10.1080/17445302.2021.1926146,"The present paper introduces the development and verification of two ship performance models which have been implemented in a voyage planning tool designed for summer Arctic operations of commercial vessels. A novel ice resistance estimation algorithm for ice-floe conditions is implemented in the ship performance models. The fuel consumption predicted using both of the models are compared against full-scale measurements collected on a cargo ship of lower ice-class on the Northern Sea Route. This work found that both models meet the purpose of estimating ship fuel consumption for such a voyage planning tool and identified directions for future efforts. In addition, the typical transit scenarios in summer Arctic conditions presented in this study prove that a voyage planning tool with viable ship performance models facilitates Arctic shipping in a safe and sustainable way.",OpenAlex,C,OpenAlex/C,PASS,
REC-397,A machine learning-based method for simulation of ship speed profile in a complex ice field,"Aleksandar‐Saša Milaković, Fang Li, Mohamed Marouf, Sören Ehlers",2019,Ships and Offshore Structures,10.1080/17445302.2019.1697075,https://doi.org/10.1080/17445302.2019.1697075,"Computational methods for predicting ship speed profile in a complex ice field have traditionally relied on mechanistic simulations. However, such methods have difficulties capturing the entire complexity of ship–ice interaction process due to the incomplete understanding of the underlying physical phenomena. Therefore, data-driven approaches have recently gained increased attention in this context. Hence, this paper proposes a concept of a first machine learning-based simulator of ship speed profile in a complex ice field. The developed approach suggests using supervised machine learning to trace a function mapping several ship and ice parameters to the ship acceleration/deceleration between the two adjacent points along the route. The simulator is trained and tested on a dataset obtained from the full-scale tests of an icebreaking ship. The results show high accuracy of the developed method, with an average error of the simulated ship speed against the measured one ranging from 2.6% to 9.4%.",OpenAlex,C,OpenAlex/C,PASS,
REC-398,Digital Twins in Wind Energy: Emerging Technologies and Industry-Informed Future Directions,"Florian Stadtmann, Adil Rasheed, Trond Kvamsdal, Kjetil Johannessen, Omer San, Konstanze Kölle, John Olav Tande, Idar Barstad, Alexis Benhamou, Thomas Brathaug, Tore Christiansen, Anouk-Letizia Firle, Alexander Fjeldly, Lars Frøyd, Alexander Gleim, Alexander Høiberget, Cathérine Meißner, Guttorm Nygård, Jørgen H. Olsen, Håvard Paulshus, Tore Rasmussen, Elling Rishoff, Francesco Scibilia, John Olav Skogås",2023,IEEE Access,10.1109/access.2023.3321320,https://doi.org/10.1109/access.2023.3321320,"This article presents a comprehensive overview of the digital twin technology and its capability levels, with a specific focus on its applications in the wind energy industry. It consolidates the definitions of digital twin and its capability levels on a scale from 0-5; 0-standalone, 1-descriptive, 2-diagnostic, 3-predictive, 4-prescriptive, 5-autonomous. It then, from an industrial perspective, identifies the current state of the art and research needs in the wind energy sector. It is concluded that the main challenges hindering the realization of highly capable digital twins fall into one of the four categories; standards-related, data-related, model-related, and industrial acceptance related. The article proposes approaches to the identified challenges from the perspective of research institutes and offers a set of recommendations for various stakeholders to facilitate the acceptance of the technology. The contribution of this article lies in its synthesis of the current state of knowledge and its identification of future research needs and challenges from an industry perspective, ultimately providing a roadmap for future research and development in the field of digital twin and its applications in the wind energy industry.",OpenAlex,C,OpenAlex/C,MAYBE,
REC-399,Adaptive model predictive control with propulsion load estimation and prediction for all-electric ship energy management,"Jun Hou, Jing Sun, Heath Hofmann",2018,Energy,10.1016/j.energy.2018.03.019,https://doi.org/10.1016/j.energy.2018.03.019,,OpenAlex,D,OpenAlex/D; Scopus/D,PASS,
REC-400,Research on Fault Early Warning of Marine Diesel Engine Based on CNN-BiGRU,"Ben Liu, Huibing Gan, Dong Chen, Zepeng Shu",2022,Journal of Marine Science and Engineering,10.3390/jmse11010056,https://doi.org/10.3390/jmse11010056,"The normal operation of the marine diesel engine is of great significance to ensure the normal navigation of the ship. Predicting its operation state and judging whether the diesel engine is in the abnormal state in advance can guarantee the safe navigation of the vessel. In this paper, combining the feature extraction ability of the convolutional neural network (CNN) and the time series data prediction ability of the bidirectional gated recurrent unit (BiGRU), a marine diesel engine exhaust temperature prediction model is constructed. The results show that the mean square error (MSE) of the prediction model is 0.1156, the average absolute error (MAE) is 0.2501, and the average absolute percentage error (MAPE) is 0.0005336. Then, according to the residual distribution between the predicted value and the actual value of the model output and the standard deviation of the residual calculated by using the sliding window, we set the alarm threshold, where the upper limit of residual error is 1 and the lower limit is 1. The upper limit of the standard deviation is 0.604. Finally, we used the data set under abnormal conditions for experimental verification. The results show that the method can accurately determine the fault early warning of the marine diesel engine and provides a new reference for the health management of intelligent marine equipment.",OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-401,An efficient Meta-VSW method for ship behaviors recognition and application,"Zhiyuan Cai, Qidong Fan, Lecheng Li, Long Yu, Congbo Li",2024,Ocean Engineering,10.1016/j.oceaneng.2024.118870,https://doi.org/10.1016/j.oceaneng.2024.118870,,OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-402,Real-time prediction of ship motion based on improved empirical mode composition and dynamic residual neural network,"Nan Gao, Zhenju Chuang, Ankang Hu",2023,Ocean Engineering,10.1016/j.oceaneng.2023.116528,https://doi.org/10.1016/j.oceaneng.2023.116528,,OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-403,A method for real-time estimation of full-scale global ice loads on floating structures,"Øivind Kåre Kjerstad, Wenjun Lü, Roger Skjetne, Sveinung Løset",2018,Cold Regions Science and Technology,10.1016/j.coldregions.2018.03.012,https://doi.org/10.1016/j.coldregions.2018.03.012,,OpenAlex,D,OpenAlex/D,MAYBE,
REC-404,Deep Autoregressive Roll Motion Prediction of Marine Vessels,"Peihua Han, Robert Skulstad, Houxiang Zhang",2024,IEEE Transactions on Industrial Electronics,10.1109/tie.2024.3508074,https://doi.org/10.1109/tie.2024.3508074,"Roll motion has a huge impact on operational efficiency and safety in the operations of marine vessels. Accurate roll motion prediction therefore serves as a critical component in decision support systems, enabling ship operators to plan and execute tasks efficiently while ensuring the safety of crew members, cargo, and equipment. However, prevailing roll prediction models fall short in terms of essential features for practical applications such as online learning and multistep forecasting. By recasting roll prediction into a long-term time series forecasting problem, recurrent neural networks within a sliding window framework are proposed, which can adapt in real-time and provide multistep predictions. This extended prediction window enables insights into roll motion oscillations, which are critical for accurate decision support. To evaluate the predicted roll oscillations, a new and robust metric is introduced to evaluate whether the model captures the true roll motion envelope. Real-world testing is performed to demonstrate the effectiveness of the model, highlighting its potential for improving decision support systems and improving operational safety.",OpenAlex,D,OpenAlex/D; Scopus/D,PASS,manual-reconsider
REC-405,Artificial Neural Network for Forecasting Wave Heights along a Ship’s Route during Hurricanes,"Chia‐Cheng Tsai, Chih‐Chiang Wei, Tien-Hung Hou, Tai‐Wen Hsu",2017,Journal of Waterway Port Coastal and Ocean Engineering,10.1061/(asce)ww.1943-5460.0000427,https://doi.org/10.1061/(asce)ww.1943-5460.0000427,"A data-driven prediction model using numerical solutions is proposed for forecasting wave heights along shipping routes during hurricanes. The developed model can be used to determine the wave heights on a ship’s trajectory, considering a short time step of a ship’s operation. This research used an artificial neural network (ANN) multilayer perceptron model (ANN-based) to build a data-driven prediction model. A quadtree-adaptive model was used as the numerical simulation–based model (NUM-based). The proposed NUM-ANN model is an ANN-based prediction model that incorporates precomputed numerical solutions to determine the wave heights at sample points on the shipping line where buoy measures are absent. The NUM-ANN model is highly efficient because the input–output patterns used to formulate it can be generated in advance through numerical models. A shipping line through the Caribbean Sea and the Gulf of Mexico was used for simulation. The 2005 Category 5 hurricanes Katrina and Rita were used for testing. Three buoys and three sample points on the ship trajectory were applied for modeling the wave heights. The results revealed that (1) for shipping-line buoys, the predictions made using the NUM-based and ANN-based models are satisfactorily consistent with the observed data; and (2) for the sample points, the predictions made using the NUM-ANN model are highly consistent with simulations made using the NUM-based model. Therefore, ANN-based prediction models can be regarded as reliable, and the NUM-ANN model can be effectively used in the real-time forecast of wave heights.",OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-406,Validation of Ensemble-Based Probabilistic Tropical Cyclone Intensity Change,"Ryan D. Torn, Mark DeMaria",2021,Atmosphere,10.3390/atmos12030373,https://doi.org/10.3390/atmos12030373,"Although there has been substantial improvement to numerical weather prediction models, accurate predictions of tropical cyclone rapid intensification (RI) remain elusive. The processes that govern RI, such as convection, may be inherently less predictable; therefore a probabilistic approach should be adopted. Although there have been numerous studies that have evaluated probabilistic intensity (i.e., maximum wind speed) forecasts from high resolution models, or statistical RI predictions, there has not been a comprehensive analysis of high-resolution ensemble predictions of various intensity change thresholds. Here, ensemble-based probabilities of various intensity changes are computed from experimental Hurricane Weather Research and Forecasting (HWRF) and Hurricanes in a Multi-scale Ocean-coupled Non-hydrostatic (HMON) models that were run for select cases during the 2017–2019 seasons and verified against best track data. Both the HWRF and HMON ensemble systems simulate intensity changes consistent with RI (30 knots 24 h−1; 15.4 m s−1 24 h−1) less frequent than observed, do not provide reliable probabilistic predictions, and are less skillful probabilistic forecasts relative to the Statistical Hurricane Intensity Prediction System Rapid Intensification Index (SHIPS-RII) and Deterministic to Probabilistic Statistical (DTOPS) statistical-dynamical systems. This issue is partly alleviated by applying a quantile-based bias correction scheme that preferentially adjusts the model-based intensity change at the upper-end of intensity changes. While such an approach works well for high-resolution models, this bias correction strategy does not substantially improve ECMWF ensemble-based probabilistic predictions. By contrast, both the HWRF and HMON systems provide generally reliable predictions of intensity changes for cases where RI does not take place. Combining the members from the HWRF and HMON ensemble systems into a large multi-model ensemble does not improve upon HMON probablistic forecasts.",OpenAlex,D,OpenAlex/D; Scopus/D,FAIL,E1:tropical cyclone
REC-407,Dynamic nonparametric modeling of sail-assisted ship maneuvering motion based on GWO-KELM,"Haoyang Zhao, Lianzhong Huang, Ranqi Ma, Kai Wang, Tiancheng Wang, Zhang Ruan, Rui Zhang, Baoshen Jiang, Xiaowu Li, Jianyi Wu",2024,Ocean Engineering,10.1016/j.oceaneng.2024.119060,https://doi.org/10.1016/j.oceaneng.2024.119060,,OpenAlex,D,OpenAlex/D; Scopus/D,FAIL,E1:maneuvering
REC-408,Online Learning based GA-BP Neural Network to Predict Ship Trajectory,"Yue Zhao, Jianhui Cui, Gaole Yao",2021,2021 China Automation Congress (CAC),10.1109/cac53003.2021.9727857,https://doi.org/10.1109/cac53003.2021.9727857,"Ship’s tracking prediction is an important part of ship navigation. By using neural network to predict ship’s track can avoid building complex mathematical model of ship motion. BP neural network is easy to fall into the trap of local error minimization, and it’s global search ability of genetic algorithm can overcome the shortcomings of BP neural network which easy to fall into local optimum. Experiment is using genetic algorithm to optimize the BP neural network on the number of hidden layer nodes, weights and thresholds. Finally, by training the neural network online learning method to real-time prediction of ship trajectory simulation experiment, through the contrast experiment, prove that GA-BP neural network online learning model has high precision by using the measured data and to verify the practicability and reliability of the GA-BP prediction model. This experimental result is helpful to the research of ship automatic control and comprehensive maneuvering.",OpenAlex,D,IEEE Xplore/D; OpenAlex/D; Scopus/D,MAYBE,
REC-409,Adaptive online modeling of ship maneuvering based on multiscale convolutional hybrid SRU models,"Haoyang Zhao, Lianzhong Huang, Ranqi Ma, Kai Wang, Jianlin Cao, Tiancheng Wang, Zhang Ruan, Rui Zhang, Yun Zang, Weiping Li, Xiangjun Chen",2025,Ocean Engineering,10.1016/j.oceaneng.2025.121486,https://doi.org/10.1016/j.oceaneng.2025.121486,,OpenAlex,D,OpenAlex/D; Scopus/D,FAIL,E1:maneuvering
REC-410,Online Data-Driven Integrated Prediction Model for Ship Motion Based on Data Augmentation and Filtering Decomposition and Time-Varying Neural Network,"Nan Gao, Zhenju Chuang, Ankang Hu",2024,Journal of Marine Science and Engineering,10.3390/jmse12122287,https://doi.org/10.3390/jmse12122287,"Online prediction for ship motion with strong nonlinear characteristics under harsh sea states will significantly reduce the damage of large accidents. Therefore, an integrated ship motion online prediction model consisting of a data augmentation algorithm based on the Improved Temporal Convolutional Network and Time Generative Adversarial Network (ITCN-TGAN), and an Improved Empirical Mode Decomposition (IEMD) and a Time-Varying Neural Network based on Global Time Pattern Attention (GTPA-TNN), is proposed in this article. The results of the validation tests in which the container ship KCS is taken as the example show that the synthetic data generated by ITCN-TGAN based on the dataset with few nonlinear samples are very similar to the original data, which proves that the synthetic data have high authenticity and can be used as training data to reduce the sampling cost; the input signal is decomposed into multiple Intrinsic Mode Functions (IMFs) by IEMD without noise diffusion, an endpoint effect, or mode mixing occurring in it, which indirectly improved the accuracy; and the dynamic sliding window adaptively adjusts the input sequence length according to the waveform characteristics to improve the computational stability of the model, the accuracy of GTPA-TNN can maintain a high level during the prediction period in various working conditions, and the error distribution is almost the same, which suggests that the integrated model has strong robustness and can realize the goal of online prediction of ship motion under harsh sea conditions.",OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-411,Ship Track Prediction Based on Sliding Window BLSTM Network,"Weijun Hu, Weijie Zhang, Jingyi Xiong",2023,Lecture notes in electrical engineering,10.1007/978-981-99-0479-2_85,https://doi.org/10.1007/978-981-99-0479-2_85,,OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-412,Global anthropogenic emissions of particulate matter including black carbon,"Zbigniew Klimont, Kaarle Kupiainen, C. Heyes, Pallav Purohit, J. Cofała, Peter Rafaj, Jens Borken, Wolfgang Schöpp",2017,Atmospheric chemistry and physics,10.5194/acp-17-8681-2017,https://doi.org/10.5194/acp-17-8681-2017,"Abstract. This paper presents a comprehensive assessment of historical (1990–2010) global anthropogenic particulate matter (PM) emissions including the consistent and harmonized calculation of mass-based size distribution (PM1, PM2. 5, PM10), as well as primary carbonaceous aerosols including black carbon (BC) and organic carbon (OC). The estimates were developed with the integrated assessment model GAINS, where source- and region-specific technology characteristics are explicitly included. This assessment includes a number of previously unaccounted or often misallocated emission sources, i.e. kerosene lamps, gas flaring, diesel generators, refuse burning; some of them were reported in the past for selected regions or in the context of a particular pollutant or sector but not included as part of a total estimate. Spatially, emissions were calculated for 172 source regions (as well as international shipping), presented for 25 global regions, and allocated to 0.5° × 0.5° longitude–latitude grids. No independent estimates of emissions from forest fires and savannah burning are provided and neither windblown dust nor unpaved roads emissions are included. We estimate that global emissions of PM have not changed significantly between 1990 and 2010, showing a strong decoupling from the global increase in energy consumption and, consequently, CO2 emissions, but there are significantly different regional trends, with a particularly strong increase in East Asia and Africa and a strong decline in Europe, North America, and the Pacific region. This in turn resulted in important changes in the spatial pattern of PM burden, e.g. European, North American, and Pacific contributions to global emissions dropped from nearly 30 % in 1990 to well below 15 % in 2010, while Asia's contribution grew from just over 50 % to nearly two-thirds of the global total in 2010. For all PM species considered, Asian sources represented over 60 % of the global anthropogenic total, and residential combustion was the most important sector, contributing about 60 % for BC and OC, 45 % for PM2. 5, and less than 40 % for PM10, where large combustion sources and industrial processes are equally important. Global anthropogenic emissions of BC were estimated at about 6.6 and 7.2 Tg in 2000 and 2010, respectively, and represent about 15 % of PM2. 5 but for some sources reach nearly 50 %, i.e. for the transport sector. Our global BC numbers are higher than previously published owing primarily to the inclusion of new sources. This PM estimate fills the gap in emission data and emission source characterization required in air quality and climate modelling studies and health impact assessments at a regional and global level, as it includes both carbonaceous and non-carbonaceous constituents of primary particulate matter emissions. The developed emission dataset has been used in several regional and global atmospheric transport and climate model simulations within the ECLIPSE (Evaluating the Climate and Air Quality Impacts of Short-Lived Pollutants) project and beyond, serves better parameterization of the global integrated assessment models with respect to representation of black carbon and organic carbon emissions, and built a basis for recently published global particulate number estimates.",OpenAlex,D,OpenAlex/D,FAIL,E1:anthropogenic emissions
REC-413,Real time prediction of ship motion based on iTransformer with EWT-SampEn data processing,"Lixun Hou, Q. Jane Wang, Dong E. Liu",2025,Ocean Engineering,10.1016/j.oceaneng.2025.122987,https://doi.org/10.1016/j.oceaneng.2025.122987,,OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-414,A distributed online learning approach for pattern prediction over movement event streams with apache flink,"Ehab Qadah, Michael Möck, Elias Alevizos, Georg Fuchs",2022,Fraunhofer-Publica (Fraunhofer-Gesellschaft),10.24406/publica-fhg-399677,https://doi.org/10.24406/publica-fhg-399677,"In this paper, we present a distributed online prediction system for user-defined patterns over multiple massive streams of movement events, built using the general purpose stream processing framework Apache Flink. The proposed approach is based on combining probabilistic event pattern prediction models on multiple predictor nodes with a distributed online learning protocol in order to continuously learn the parameters of a global prediction model and share them among the predictors in a communication-efficient way. Our approach enables the collaborative learning between the predictors (i.e., ""learn from each other""), thus the learning rate is accelerated with less data for each predictor. The underlying model provides online predictions about when a pattern (i.e., a regular expression ove r the event types) is expected to be completed within each event stream. We describe the distributed architecture of the proposed system, its implementation in Flink, and present experimental results over real-world event streams related to trajectories of moving vessels.",OpenAlex,D,OpenAlex/D; Scopus/D,MAYBE,
REC-415,Convolutional 2D Knowledge Graph Embeddings,"Tim Dettmers, Pasquale Minervini, Pontus Stenetorp, Sebastian Riedel",2018,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v32i1.11573,https://doi.org/10.1609/aaai.v32i1.11573,"Link prediction for knowledge graphs is the task of predicting missing relationships between entities. Previous work on link prediction has focused on shallow, fast models which can scale to large knowledge graphs. However, these models learn less expressive features than deep, multi-layer models — which potentially limits performance. In this work we introduce ConvE, a multi-layer convolutional network model for link prediction, and report state-of-the-art results for several established datasets. We also show that the model is highly parameter efficient, yielding the same performance as DistMult and R-GCN with 8x and 17x fewer parameters. Analysis of our model suggests that it is particularly effective at modelling nodes with high indegree — which are common in highly-connected, complex knowledge graphs such as Freebase and YAGO3. In addition, it has been noted that the WN18 and FB15k datasets suffer from test set leakage, due to inverse relations from the training set being present in the test set — however, the extent of this issue has so far not been quantified. We find this problem to be severe: a simple rule-based model can achieve state-of-the-art results on both WN18 and FB15k. To ensure that models are evaluated on datasets where simply exploiting inverse relations cannot yield competitive results, we investigate and validate several commonly used datasets — deriving robust variants where necessary. We then perform experiments on these robust datasets for our own and several previously proposed models, and find that ConvE achieves state-of-the-art Mean Reciprocal Rank across all datasets.",OpenAlex,D,OpenAlex/D,FAIL,E1:knowledge graph
REC-416,AC Ship Microgrids: Control and Power Management Optimization,"Monaaf D.A. Al-Falahi, Tomasz Tarasiuk, Shantha Gamini Jayasinghe, Zheming Jin, Hossein Enshaei, Josep M. Guerrero",2018,Energies,10.3390/en11061458,https://doi.org/10.3390/en11061458,"At sea, the electrical power system of a ship can be considered as an islanded microgrid. When connected to shore power at berth, the same power system acts as a grid connected microgrid or an extension of the grid. Therefore, ship microgrids show some resemblance to terrestrial microgrids. Nevertheless, due to the presence of large dynamic loads, such as electric propulsion loads, keeping the voltage and frequency within a permissible range and ensuring the continuity of supply are more challenging in ship microgrids. Moreover, with the growing demand for emission reductions and fuel efficiency improvements, alternative energy sources and energy storage technologies are becoming popular in ship microgrids. In this context, the integration of multiple energy sources and storage systems in ship microgrids requires an efficient power management system (PMS). These challenging environments and trends demand advanced control and power management solutions that are customized for ship microgrids. This paper presents a review on recent developments of control technologies and power management strategies proposed for AC ship microgrids.",OpenAlex,D,OpenAlex/D,FAIL,E5:microgrid
REC-417,Advancing The Cancer Genome Atlas glioma MRI collections with expert segmentation labels and radiomic features,"Spyridon Bakas, Hamed Akbari, Aristeidis Sotiras, Michel Bilello, Martin Rozycki, Justin Kirby, John Freymann, Keyvan Farahani, Christos Davatzikos",2017,Scientific Data,10.1038/sdata.2017.117,https://doi.org/10.1038/sdata.2017.117,"Gliomas belong to a group of central nervous system tumors, and consist of various sub-regions. Gold standard labeling of these sub-regions in radiographic imaging is essential for both clinical and computational studies, including radiomic and radiogenomic analyses. Towards this end, we release segmentation labels and radiomic features for all pre-operative multimodal magnetic resonance imaging (MRI) (n=243) of the multi-institutional glioma collections of The Cancer Genome Atlas (TCGA), publicly available in The Cancer Imaging Archive (TCIA). Pre-operative scans were identified in both glioblastoma (TCGA-GBM, n=135) and low-grade-glioma (TCGA-LGG, n=108) collections via radiological assessment. The glioma sub-region labels were produced by an automated state-of-the-art method and manually revised by an expert board-certified neuroradiologist. An extensive panel of radiomic features was extracted based on the manually-revised labels. This set of labels and features should enable i) direct utilization of the TCGA/TCIA glioma collections towards repeatable, reproducible and comparative quantitative studies leading to new predictive, prognostic, and diagnostic assessments, as well as ii) performance evaluation of computer-aided segmentation methods, and comparison to our state-of-the-art method.",OpenAlex,D,OpenAlex/D,FAIL,E5:cancer
