dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-019,Surrogate Modeling of a SOFC/GT Hybrid System Based on Extended State Observer Feature Extraction,"Zhengling Lei, Xuanyu Wang, Fang Wang, Haibo Huo, Biao Wang",2026,Energies,10.3390/en19030587,https://doi.org/10.3390/en19030587,"Solid oxide fuel cell (SOFC) and gas turbine (GT) hybrid systems exhibit inherent system uncertainties and unmodeled dynamics during operation, which compromise the accuracy of predicting gas turbine power. This poses challenges for system operation analysis and energy management. To enhance the prediction accuracy and stability of gas turbine power in SOFC/GT hybrid systems, a power prediction method capable of incorporating total system disturbance information is investigated. This study constructs a high-fidelity simulation model of an SOFC/GT hybrid system to generate gas turbine power prediction datasets. With fuel utilization (FU) as the input and gas turbine power as the output, this system is assumed to be a first-order dynamic system. Building upon this foundation, an extended state observer (ESO) is employed to extract the total system disturbance (f) that affects the power output of the gas turbine, excluding fuel utilization. The total disturbance f and fuel utilization are used as inputs to a Backpropagation (BP) neural network to construct a disturbance-aware power prediction model. The predictive performance of the proposed method is evaluated by comparison with a BP neural network without disturbance estimation information and several benchmark models. Simulation results indicate that incorporating the disturbance term estimated by ESO enhances both the accuracy and stability of the BP neural network’s power prediction, particularly under operating conditions characterized by significant power fluctuations. Quantitatively, when comparing the predictive model with disturbance included to the model without disturbance, including the disturbance reduces the prediction error by approximately 89.33% (MSE) and 67.34% (RMSE), while the coefficient of determination R2 increases by 0.1132, demonstrating a substantial improvement in predictive performance under the same test conditions. The research findings indicate that incorporating disturbance information into data-driven prediction models represents a viable modeling approach, providing effective support for predicting gas turbine power in SOFC/GT hybrid systems.",OpenAlex,A,OpenAlex/A; OpenAlex/B,MAYBE,,2161,EXCLUDE,E1:non-maritime
REC-020,A cyber-resilient framework for data-driven ship propulsion power prediction,"Yan Qi, Alessandro La Ferlita, Ould el Moctar",2026,Applied Ocean Research,10.1016/j.apor.2026.105140,https://doi.org/10.1016/j.apor.2026.105140,"The digitalization of maritime operations has accelerated the adoption of data-driven models for propulsion power prediction and fuel optimization. However, the increasing reliance on real-time sensor streams introduces critical vulnerabilities to cyber–physical threats, where sensor faults or data manipulation can compromise ship control systems. Existing models often operate under the assumption that input data is trustworthy, making them fragile when exposed to operational anomalies. To address these challenges, this study proposes a Cyber-Resilient Framework designed to maintain trustworthy operations even when input data is compromised. Instead of relying on standard filtering, the proposed architecture secures the modeling pipeline by enforcing physics-based constraints to reject impossible values and utilizing density-based clustering (DBSCAN) to isolate operational outliers. These verified patterns are then processed by an Artificial Neural Network (ANN) optimized for robust estimation. The framework was validated using high-frequency (5 Hz) operational data collected from a post-Panamax containership over a two-year period. The system was trained on Europe–Asia trades and subsequently tested on unseen Asia–America routes to evaluate its generalization capability. The results reveal a critical trade-off where Gradient Boosting achieves high accuracy on familiar routes but fails to generalize to new environments, exhibiting deviations exceeding 20%. In contrast, the ANN maintains superior stability and physical consistency across different domains. This confirms that combining physical validity checks with robust learning algorithms provides a necessary safeguard mechanism for secure ship operations.",OpenAlex,A,OpenAlex/A; OpenAlex/C; Scopus/A; Scopus/C,PASS,,1736,INCLUDE,
REC-021,A comprehensive framework for data challenges and intelligent resource optimization for offshore wind energy,"Yucheng Lyu, Hao Chen, Devrim Murat Yazan",2026,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2026.104888,https://doi.org/10.1016/j.seta.2026.104888,"Offshore wind parks are central to the global energy transition, yet efficiently utilizing resources remains challenging. This review synthesizes data-driven approaches for improving offshore wind system performance, covering natural resources (e.g., wind and meteorological conditions) and artificial resources (e.g., turbines and supporting infrastructure). Three recurring data challenges—data imbalance, distribution shift, and data sparsity—are identified as key constraints in wind power forecasting, turbine layout optimization, and maintenance planning. For natural resource management, machine learning and deep learning models enhance wind and power forecasting under highly variable offshore conditions, while surrogate modeling and spatial optimization reduce wake losses and layout costs. Across representative studies, hourly and daily capacity-factor prediction errors are typically reduced by around 10% and 15–20%, respectively. For artificial resources, data-driven lifecycle management and preventive maintenance increasingly rely on SCADA data, sensor networks, and digital twins to assess equipment health and mitigate operational risks, although limited failure data remains a major bottleneck. Existing evidence suggests maintenance cost reductions of approximately 20–30%. Beyond operational efficiency, this review examines the integration of sustainability and circular-economy principles into offshore wind development, including material recycling, component lifetime extension, and wind-to-hydrogen integration. Overall, effective data-driven optimization depends on advanced algorithms, high-quality data, and system integration. By linking data challenges with circular-economy objectives, this study proposes a unifying framework to support intelligent and sustainable offshore wind systems.",OpenAlex,A,OpenAlex/A; OpenAlex/C,MAYBE,,1823,EXCLUDE,E1:non-maritime
REC-022,"Energy-Efficient Cooling System Control in Ship Engine Rooms Using an Intelligent Integrated Automation, Control, and Monitoring System (IACMS)","Wojciech Skarbierz, Karol Graban, Ryszard Wnuk, Andrzej Łebkowski",2026,Energies,10.3390/en19030734,https://doi.org/10.3390/en19030734,"This paper presents the results of research on an innovative, integrated IACMS (Intelligent Integrated Automation, Control, and Monitoring System), developed for energy-efficient operation of auxiliary machinery in ship engine rooms. The system, validated both in the laboratory and during full-scale operation on the MF Skania Ro-Pax ferry, integrates process monitoring, diagnostics, predictive maintenance, and intelligent energy optimization within a unified control architecture. This approach enables a significant reduction in electricity consumption while maintaining thermal safety and operational reliability. Laboratory tests focused on a pump cooling system with PLC and frequency converter control, achieving a 90.5% reduction in energy consumption compared to conventional constant-speed operation. During full-scale validation, the IACMS managed the seawater pump via adaptive frequency control (30–60 Hz). Two consecutive voyages demonstrated energy savings of 84.6% and 86.0%, with a daily energy reduction of 0.84 MWh, resulting in a decrease of approximately 0.5 tons of CO2 emissions per day. Additionally, an observed reduction of about 6–7% in daily generator-set energy was recorded during the analyzed period; this vessel-level value is indicative, as the generator supplies multiple onboard consumers. All trials confirmed stable cooling system temperatures, and comprehensive diagnostics revealed no negative impact of inverter control on the technical condition of equipment. The findings indicate that IACMS is a universal and scalable tool for improving energy efficiency and enabling predictive maintenance in ship engine room auxiliary systems. The system was positively validated in commercial operation and certified by the Polish Register of Shipping, confirming its technological maturity and readiness for widespread adoption in the maritime industry. The results pave the way for further deployments of intelligent energy management solutions in shipping, supporting maritime decarbonization goals.",OpenAlex,A,OpenAlex/A,MAYBE,,2035,EXCLUDE,E3:no-ML-method
REC-024,A Multi-Strategy Enhanced Harris Hawks Optimization Algorithm for KASDAE in Ship Maintenance Data Quality Enhancement,"Chen Zhu, Shengxiang Sun, Li Xie, haolin wen",2026,Symmetry,10.3390/sym18020302,https://doi.org/10.3390/sym18020302,"To address the data quality challenges in ship maintenance data, such as high missing rates, anomalous noise, and multi-source heterogeneity, this paper proposes a data quality enhancement method based on a multi-strategy enhanced Harris Hawks Optimization algorithm for optimizing the Kolmogorov–Arnold Stacked Denoising Autoencoder. First, leveraging the Kolmogorov–Arnold theory, the fixed activation functions of the traditional Stacked Denoising Autoencoder are reconstructed into self-learnable B-spline basis functions. Combined with a grid expansion technique, the KASDAE model is constructed, significantly enhancing its capability to represent complex nonlinear features. Second, the Harris Hawks Optimization algorithm is enhanced by incorporating a Logistic–Tent compound chaotic map, an elite hierarchy strategy, and a nonlinear logarithmic decay mechanism. These improvements effectively balance global exploration and local exploitation, thereby increasing the convergence accuracy and stability for hyperparameter optimization. Building on this, an IHHO-KASDAE collaborative cleaning framework is established to achieve the repair of anomalous data and the imputation of missing values. Experimental results on a real-world ship maintenance dataset demonstrate the effectiveness of the proposed method: it achieves an 18.3% reduction in reconstruction mean squared error under a 20% missing rate compared to the best baseline method; attains an F1-score of 0.89 and an AUC value of 0.929 under a 20% anomaly rate; and stabilizes the final fitness value of the IHHO optimizer at 0.0216, which represents improvements of 31.7%, 25.6%, and 12.2% over the Particle Swarm Optimization, Differential Evolution, and the original HHO algorithm, respectively. The proposed method outperforms traditional statistical methods, deep learning models, and other intelligent optimization algorithms in terms of reconstruction accuracy, anomaly detection robustness, and algorithmic convergence stability, thereby providing a high-quality data foundation for subsequent applications such as maintenance cost prediction and fault diagnosis.",OpenAlex,A,OpenAlex/A; OpenAlex/D,MAYBE,,2139,EXCLUDE,E1:non-performance-topic
REC-026,A Data-Driven Framework for Modeling and Multi-Objective Optimization of Ship Operational Measures for Improved Carbon Intensity Indicator (CII) Performance,"Hamzeh Jamali, Dong Cheng, Peyman Ghaforian Masodzadeh",2026,SSRN Electronic Journal,10.2139/ssrn.7111987,https://doi.org/10.2139/ssrn.7111987,"Improving ship operational efficiency while complying with the IMO Carbon Intensity Indicator (CII) has become a major challenge for ship operators and policy-makers. This study develops a data-driven framework that combines symbolic-regression-based modeling with multi-objective optimization of ship operational measures using one year of real voyage data from a cruise ship as a case study. At first, unlike many existing studies that rely on predefined or generic fuel-consumption correlations, this study derives prediction model for fuel consumption rate with respect to the ship speed, using machine learning implemented in Python Programming Language. Then, optimization of fuel consumption is conducted at various scenarios– created by attributing various weights to the objectives in the optimization function– using Sequential Least Squares Programming (SLSQP) method. To capture and manifest the effects of weather routing, the above procedure is conducted for the calm seas sailing and the rough seas sailing, based on the Beaufort scale (Bft). Finally, it is demonstrated how considerable optimum CII reductions of over 21% and 10.88% can be obtained for the calm seas and the rough seas sailing, respectively, proving that a CII reduction of more than twice as much as the rough seas sailing can be attained by weather routing.",OpenAlex,A,OpenAlex/A,PASS,,1342,EXCLUDE,E1:weather routing
REC-027,Toward Realistic Ship Fuel Consumption Prediction Under Chronological Validation,Aleksandar Vorkapić,2026,Journal of Marine Science and Engineering,10.3390/jmse14060538,https://doi.org/10.3390/jmse14060538,"Accurate prediction of ship propulsion fuel consumption from operational data is important for performance assessment and energy efficiency management. This study examines how temporal structure and validation strategy influence the predictive performance of regression-based fuel consumption models using real operational data from a seagoing vessel. A controlled experimental framework is used to isolate the effects of chronological validation, temporal feature augmentation based on operational inputs, and autoregressive target information. Under strict chronological validation, a baseline regression model achieves R2 = 0.788, while temporal feature augmentation improves performance to R2 = 0.845 without using past fuel consumption values. An autoregressive configuration yields R2 = 0.982, reflecting strong short-term persistence in the fuel consumption signal. Additional experiments show that random data partitioning can inflate reported R2 by up to 0.19 compared with chronological evaluation. The results demonstrate that reported predictive accuracy depends strongly on evaluation design and temporal information structure, highlighting the importance of chronological validation for realistic operational prediction.",OpenAlex,A,OpenAlex/A; OpenAlex/B; OpenAlex/C; OpenAlex/D; Scopus/A; Scopus/B,PASS,,1234,INCLUDE,
REC-028,Global shipping emissions prediction in the era of large language models: a review,"Lang Xu, Yejun Liu",2026,Frontiers in Marine Science,10.3389/fmars.2025.1757394,https://doi.org/10.3389/fmars.2025.1757394,"Global maritime transport carries nearly four-fifths of world merchandise trade and is a significant source of greenhouse gas (GHG) emissions. With the GHG reduction strategies from the International Maritime Organization (IMO), the EU’s inclusion of shipping in the Emissions Trading System and the introduction of fuel GHG-intensity standards, there is an urgent need for prediction frameworks that are more robust, transparent and adaptable to evolving policy landscapes. Drawing on a structured search of the Web of Science Core Collection for the period 2020–2024, this review synthesises 1,012 peer-reviewed studies on global shipping emissions, decarbonisation measures and AI-enabled modelling. It first compares conventional approaches—fuel-based top-down inventories, AIS-driven bottom-up models and statistical or machine learning techniques—highlighting their respective strengths and limitations in terms of spatial and temporal resolution, data requirements and policy relevance. It then examines the emerging capabilities of large language models (LLMs) in knowledge integration, code generation and tool orchestration, and proposes five LLM-enabled paradigms for shipping emissions prediction, including multi-source information extraction, model orchestration, scenario construction and intelligent compliance auditing. Key technical and governance challenges are discussed, such as data quality and confidentiality, physical consistency, explainability and the environmental footprint of AI. The study argues that coupling LLMs with physics-based and data-driven models can enhance the flexibility and policy relevance of shipping emissions prediction, while a clearly defined research agenda is needed to ensure their responsible and effective use in supporting the decarbonisation of maritime transport.",OpenAlex,A,OpenAlex/A; OpenAlex/B; OpenAlex/C,MAYBE,,1823,EXCLUDE,E1:non-performance-topic
REC-029,An Investigation of Intelligent Approaches in Ship Energy Efficiency Assessment,"Nan Si, Gong Chen, Jingbo Yin",2026,Journal of Marine Science and Engineering,10.3390/jmse14131156,https://doi.org/10.3390/jmse14131156,"With the adoption of more ambitious emission reduction strategies in the shipping industry by the International Maritime Organization and the resulting stricter greenhouse gas emission reduction requirements, it is particularly important for all stakeholders in the global maritime shipping industry to assess the energy efficiency of shipping vessels. Forming predictive capabilities for ship fuel consumption and Carbon Intensity Indicator (CII) annual ratings, for example, are two important works. This article adopted 14 different algorithms in three categories of data-driven approaches, i.e., statistics, machine learning and deep learning, including polynomial regression, ridge regression, adaptive boosting, categorical boosting, elastic net, etc., and built the ship fuel consumption prediction model using ship noon report as the data source. The prediction accuracy and computational efficiency of model training were compared based on metrics of coefficient of determination, mean absolute percentage error and floating-point operations per amount of training data. Cross-validations were performed for all 14 algorithms to analyze their sensitivities to their respective tuned parameters. Comparisons indicated that algorithms of the statistics approach were sensitive to the quality of the data source, compared with the machine learning and the deep learning approaches. The accuracy of the elastic net algorithm was sensitive to the tuned parameters. Two algorithms, light gradient boosting machine and random forest, were selected based on their performances of prediction accuracy and computational efficiency of model training. Then, the selected algorithms were separately combined with long short-term memory as the time-series prediction algorithm to form their respective coupled framework. Both of the coupled frameworks achieved successful prediction of the CII annual discriminant and rating of the studied ships. The prediction accuracy was validated to be sufficient.",OpenAlex,A,OpenAlex/A; OpenAlex/B; OpenAlex/C; OpenAlex/D; Semantic Scholar/A,PASS,,1997,INCLUDE,
REC-031,Data-Driven Hull-Fouling Cleaning Schedule Optimization to Reduce Carbon Footprint of Vessels,"Samuel Ward, Marah-Lisanne Thormann, J.A. Wharton, Alain Zemkoho",2026,ePrints Soton (University of Southampton),10.48550/arxiv.2602.11248,https://doi.org/10.48550/arxiv.2602.11248,"In response to climate change, the International Maritime Organization has introduced regulatory frameworks to reduce greenhouse gas emissions from international shipping. Compliance with these regulations is increasingly expected from individual shipping companies, compelling vessel operators to lower the CO2 emissions of their fleets while maintaining economic viability. An important step towards achieving this is performing regular hull and propeller cleaning; however, this entails significant costs. As a result, assessing whether ship performance has declined sufficiently to warrant cleaning from an environmental and economic standpoint is a critical task to ensure both long-term viability and regulatory compliance. In this paper, we address this challenge by proposing a novel data-driven dynamic programming approach to optimize vessel cleaning schedules by balancing both environmental and economic considerations. In numerical experiments, we demonstrate the usefulness of our proposed methodology based on real-world sensor data from ten tramp trading vessels. The results confirm that over a four-year period, fuel consumption can be reduced by up to 5%, even when accounting for the costs of one or two additional cleaning events.",OpenAlex,A,OpenAlex/A; OpenAlex/A; arXiv/A,PASS,,1251,INCLUDE,
REC-033,FedGNN-SFCP: Federated graph neural networks for ship fuel consumption prediction with heterogeneous data fusion and missing data imputation,"He Lu, Xing Pan, Wei Yang Bryan Lim, Ran Yan",2026,Transportation Research Part E Logistics and Transportation Review,10.1016/j.tre.2026.105016,https://doi.org/10.1016/j.tre.2026.105016,,OpenAlex,A,OpenAlex/A; Scopus/A,PASS,,0,UNCERTAIN,no-abstract; title relevant
REC-035,A hybrid model using PCA and ANN for predicting fuel consumption and emissions of mixed river–sea navigation ships,"Doan Nguyen Cong, Khanh Nguyen Duc, Hong-Ju Ha, Vinogradov Sergey Vladimirovich, Yen-Lien T. Nguyen",2026,Journal of Ocean Engineering and Marine Energy,10.1007/s40722-025-00463-0,https://doi.org/10.1007/s40722-025-00463-0,,OpenAlex,A,OpenAlex/A; Scopus/A,MAYBE,,0,UNCERTAIN,no-abstract; title relevant
REC-036,A Novel Methodology and Modelling for the Calculation of the Ship’s Pivot Point Making Use of a Full-Mission Bridge Simulator,"Francisco Javier Lama-Carballo, María Natividad López-López, Alsira Salgado-Don, José M. Pérez-Canosa",2026,Journal of Marine Science and Engineering,10.3390/jmse14060539,https://doi.org/10.3390/jmse14060539,"In recent years, both the number and the size of ships have increased considerably, whereas port areas have expanded much more slowly. As a result, port manoeuvres are increasingly performed in restricted waters, which increases navigational risk during ship operations. For this reason, ship-handlers must know the instantaneous position of the pivot point (PP) at any time. The aim of this paper is to propose novel mathematical models to determine the PP’s position and to identify the most relevant variables influencing it. For this purpose, a full-mission bridge simulator was used to generate a dataset based on multiple simulations performed under different combinations of rudder angles and engine telegraph orders. First, a new trigonometric formulation is proposed to determine the instantaneous position of the PP using only directly measurable variables, namely the speed through water and the transverse velocities at the bow and stern. Subsequently, additional predictive models were developed using Design of Experiments (DOE) and response surface techniques. These models achieve high predictive accuracy while remaining simple enough to be applied in practical ship-handling scenarios. The resulting models can assist ship-handlers in anticipating PP behaviour and improving manoeuvring safety, particularly in restricted waters. Original 3D charts showing the combination of several input variables are included to identify the map of the whole process.",OpenAlex,A,OpenAlex/A,MAYBE,,1472,EXCLUDE,E1:non-performance-topic
REC-037,Prediction of fuel consumption for operational ships based on an improved CNN–BiLSTM–Attention model,"Yancheng Zhang, Guomei Chang, Gaoyuan Zhu, Yunchao Liu, Xiaoxuan Yin, Bo Zhang, Dezhi Jiang, Zhixiong Li",2026,Proceedings of the Institution of Mechanical Engineers Part M Journal of Engineering for the Maritime Environment,10.1177/14750902261431787,https://doi.org/10.1177/14750902261431787,"In complex marine environments, ship fuel consumption is jointly affected by hull motion, propulsion load, and wind–wave conditions, while operational data are often intermittent and non-stationary, which makes accurate prediction challenging. Based on full-scale data from a container ship, this study develops a multi-source data-driven framework that fuses AIS navigation information, onboard sensor measurements, and ERA5 metocean reanalysis on a unified spatiotemporal grid. Sailing-state filtering and fixed-length sliding windows are used to retain continuous propulsion segments, where multi-step multi-source features form input sequences and fuel consumption at the window end is taken as the prediction target. An improved CNN–BiLSTM–Attention model is then constructed: convolutional layers extract local “sea state–operating condition” patterns, BiLSTM captures temporal dependencies, and a temporal attention mechanism adaptively weights different time steps. Non-negativity of fuel consumption and power/speed consistency are embedded into the loss function as physical constraints. Ablation studies and wind–wave regime analyses show that the proposed model achieves R 2 = 99.28%, RMSE = 0.0178 t/h, and MAPE = 1.35%, and that removing environmental or engine-room features significantly degrades accuracy, while attention weight visualization confirms the model’s interpretability, thereby confirming both the effectiveness and interpretability of the improved CNN–BiLSTM–Attention model for fuel consumption prediction under complex sea conditions.",OpenAlex,A,OpenAlex/A; OpenAlex/D; Scopus/A; Scopus/D; Semantic Scholar/A,PASS,,1566,INCLUDE,
REC-039,Realistic Curriculum Reinforcement Learning for Autonomous and Sustainable Marine Vessel Navigation,"Xiaocai Zhang, Zhe Xiao, Maohan Liang, Tao Liu, Haijiang Li, Wenbin Zhang",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i46.41313,https://doi.org/10.1609/aaai.v40i46.41313,"Sustainability is becoming increasingly critical in the maritime transport, encompassing both environmental and social impacts, such as Greenhouse Gas (GHG) emissions and navigational safety. Traditional vessel navigation heavily relies on human experience, often lacking autonomy and emission awareness, and is prone to human errors that may compromise safety. In this paper, we propose a Curriculum Reinforcement Learning (CRL) framework integrated with a realistic, data-driven marine simulation environment and a machine learning-based fuel consumption prediction module. The simulation environment is constructed using real-world vessel movement data and enhanced with a Diffusion Model to simulate dynamic maritime conditions. Vessel fuel consumption is estimated using historical operational data and learning-based regression. The surrounding environment is represented as image-based inputs to capture spatial complexity. We design a lightweight, policy-based CRL agent with a comprehensive reward mechanism that considers safety, emissions, timeliness, and goal completion. This framework effectively handles complex tasks progressively while ensuring stable and efficient learning in continuous action spaces. We validate the proposed approach in a sea area of the Indian Ocean, demonstrating its efficacy in enabling sustainable and safe vessel navigation.",OpenAlex,A,OpenAlex/A; Scopus/A; OpenAlex/A; arXiv/A,PASS,,1368,INCLUDE,
